source_host,agent_id,agent_number,planned_from_assigned_command,launcher_spawn_line_count,session_record_count,log_file_count,log_files_json,log_line_count,start_marker_count,error_line_count,rate_limit_429_line_count,api_http_request_line_count,api_http_200_request_line_count,api_http_200_interpretation,tool_event_count,response_prefix_count,response_prefix_success_count,finished_marker_count,success_evidence,success_evidence_basis,evidence_level,interpretation_guardrail
122174,agent-101,101,True,0,1,1,"[""swarm/vitals/agent-0101.log""]",2213,1,339,987,729,399,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",293,201,199,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-106,106,True,0,1,1,"[""swarm/vitals/agent-0106.log""]",1724,1,9,0,532,532,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",360,201,199,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-111,111,True,0,1,1,"[""swarm/vitals/agent-0111.log""]",2131,1,330,960,715,392,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",307,201,200,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-116,116,True,0,1,1,"[""swarm/vitals/agent-0116.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-121,121,True,0,1,1,"[""swarm/vitals/agent-0121.log""]",1678,1,279,807,533,262,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",128,201,200,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-126,126,True,0,1,1,"[""swarm/vitals/agent-0126.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-131,131,True,0,1,1,"[""swarm/vitals/agent-0131.log""]",1290,1,4,0,518,518,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",353,201,197,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-136,136,True,0,1,1,"[""swarm/vitals/agent-0136.log""]",12682,1,5866,14,5999,133,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",160,201,0,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-141,141,True,0,1,1,"[""swarm/vitals/agent-0141.log""]",1682,1,6,0,422,422,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",236,201,198,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-146,146,True,0,1,1,"[""swarm/vitals/agent-0146.log""]",1095,1,36,192,416,288,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",139,201,200,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-151,151,True,0,1,1,"[""swarm/vitals/agent-0151.log""]",1252,1,9,0,468,468,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",289,201,197,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-156,156,True,0,1,1,"[""swarm/vitals/agent-0156.log""]",927,1,3,150,372,297,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",152,201,201,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-161,161,True,0,1,1,"[""swarm/vitals/agent-0161.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-166,166,True,0,1,1,"[""swarm/vitals/agent-0166.log""]",742,1,4,118,309,249,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",104,201,199,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-171,171,True,0,1,1,"[""swarm/vitals/agent-0171.log""]",5874,1,5684,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,189,0,0,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-176,176,True,0,1,1,"[""swarm/vitals/agent-0176.log""]",8389,1,2267,0,2759,521,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",494,140,60,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-181,181,True,0,1,1,"[""swarm/vitals/agent-0181.log""]",9250,1,4079,58,4290,168,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",157,172,31,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-186,186,True,0,1,1,"[""swarm/vitals/agent-0186.log""]",7539,1,1809,0,2443,661,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",613,134,71,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-191,191,True,0,1,1,"[""swarm/vitals/agent-0191.log""]",1102,1,5,344,473,299,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",147,201,201,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-196,196,True,0,1,1,"[""swarm/vitals/agent-0196.log""]",1222,1,29,10,420,414,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",380,42,39,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-201,201,True,0,1,1,"[""swarm/vitals/agent-0201.log""]",661,1,2,212,242,136,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",106,72,71,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-206,206,True,0,1,1,"[""swarm/vitals/agent-0206.log""]",442,1,427,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,14,0,0,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-211,211,True,0,1,1,"[""swarm/vitals/agent-0211.log""]",248,1,3,78,86,47,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",48,22,22,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-216,216,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-221,221,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-226,226,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-231,231,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-236,236,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-241,241,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-246,246,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-251,251,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-256,256,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-261,261,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-266,266,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-271,271,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-276,276,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-281,281,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-286,286,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-291,291,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-296,296,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-301,301,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-306,306,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-311,311,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-316,316,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-321,321,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-326,326,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-331,331,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-336,336,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-341,341,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-346,346,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-351,351,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-356,356,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-361,361,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-366,366,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-371,371,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-376,376,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-381,381,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-386,386,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-391,391,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-396,396,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-401,401,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-406,406,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-411,411,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-416,416,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-421,421,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-426,426,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-431,431,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-436,436,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-441,441,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-446,446,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-451,451,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-456,456,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-461,461,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-466,466,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-471,471,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-476,476,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-481,481,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
