source_host,source_path,line,observation_type,proof_level,start,end_exclusive,batch_index,batch_count,max_concurrent,declared_or_derived_count,agent_number,detail
122447,swarm/vitals/wave2_batch2.log,148,launcher_spawn_line,process_spawn_footprint,,,,,,1,828,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,149,launcher_spawn_line,process_spawn_footprint,,,,,,1,833,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,15,launcher_spawn_line,process_spawn_footprint,,,,,,1,163,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,150,launcher_spawn_line,process_spawn_footprint,,,,,,1,838,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,151,launcher_spawn_line,process_spawn_footprint,,,,,,1,843,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,152,launcher_spawn_line,process_spawn_footprint,,,,,,1,848,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,153,launcher_spawn_line,process_spawn_footprint,,,,,,1,853,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,154,launcher_spawn_line,process_spawn_footprint,,,,,,1,858,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,155,launcher_spawn_line,process_spawn_footprint,,,,,,1,863,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,156,launcher_spawn_line,process_spawn_footprint,,,,,,1,868,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,157,launcher_spawn_line,process_spawn_footprint,,,,,,1,873,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,158,launcher_spawn_line,process_spawn_footprint,,,,,,1,878,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,159,launcher_spawn_line,process_spawn_footprint,,,,,,1,883,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,16,launcher_spawn_line,process_spawn_footprint,,,,,,1,168,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,160,launcher_spawn_line,process_spawn_footprint,,,,,,1,888,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,161,launcher_spawn_line,process_spawn_footprint,,,,,,1,893,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,162,launcher_spawn_line,process_spawn_footprint,,,,,,1,898,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,163,launcher_spawn_line,process_spawn_footprint,,,,,,1,903,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,164,launcher_spawn_line,process_spawn_footprint,,,,,,1,908,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,165,launcher_spawn_line,process_spawn_footprint,,,,,,1,913,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,166,launcher_spawn_line,process_spawn_footprint,,,,,,1,918,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,167,launcher_spawn_line,process_spawn_footprint,,,,,,1,923,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,168,launcher_spawn_line,process_spawn_footprint,,,,,,1,928,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,169,launcher_spawn_line,process_spawn_footprint,,,,,,1,933,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,17,launcher_spawn_line,process_spawn_footprint,,,,,,1,173,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,170,launcher_spawn_line,process_spawn_footprint,,,,,,1,938,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,171,launcher_spawn_line,process_spawn_footprint,,,,,,1,943,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,172,launcher_spawn_line,process_spawn_footprint,,,,,,1,948,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,173,launcher_spawn_line,process_spawn_footprint,,,,,,1,953,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,174,launcher_spawn_line,process_spawn_footprint,,,,,,1,958,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,175,launcher_spawn_line,process_spawn_footprint,,,,,,1,963,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,176,launcher_spawn_line,process_spawn_footprint,,,,,,1,968,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,177,launcher_spawn_line,process_spawn_footprint,,,,,,1,973,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,178,launcher_spawn_line,process_spawn_footprint,,,,,,1,978,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,179,launcher_spawn_line,process_spawn_footprint,,,,,,1,983,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,18,launcher_spawn_line,process_spawn_footprint,,,,,,1,178,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,180,launcher_spawn_line,process_spawn_footprint,,,,,,1,988,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,181,launcher_spawn_line,process_spawn_footprint,,,,,,1,993,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,182,launcher_spawn_line,process_spawn_footprint,,,,,,1,998,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,184,aggregate_launcher_claim,process_spawn_claim_only,,,,,,180,,Aggregate launcher text; not independently verified agent execution.
122447,swarm/vitals/wave2_batch2.log,19,launcher_spawn_line,process_spawn_footprint,,,,,,1,183,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,20,launcher_spawn_line,process_spawn_footprint,,,,,,1,188,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,21,launcher_spawn_line,process_spawn_footprint,,,,,,1,193,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,22,launcher_spawn_line,process_spawn_footprint,,,,,,1,198,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,23,launcher_spawn_line,process_spawn_footprint,,,,,,1,203,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,24,launcher_spawn_line,process_spawn_footprint,,,,,,1,208,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,25,launcher_spawn_line,process_spawn_footprint,,,,,,1,213,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,26,launcher_spawn_line,process_spawn_footprint,,,,,,1,218,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,27,launcher_spawn_line,process_spawn_footprint,,,,,,1,223,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,28,launcher_spawn_line,process_spawn_footprint,,,,,,1,228,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,29,launcher_spawn_line,process_spawn_footprint,,,,,,1,233,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,3,launcher_spawn_line,process_spawn_footprint,,,,,,1,103,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,30,launcher_spawn_line,process_spawn_footprint,,,,,,1,238,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,31,launcher_spawn_line,process_spawn_footprint,,,,,,1,243,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,32,launcher_spawn_line,process_spawn_footprint,,,,,,1,248,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,33,launcher_spawn_line,process_spawn_footprint,,,,,,1,253,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,34,launcher_spawn_line,process_spawn_footprint,,,,,,1,258,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,35,launcher_spawn_line,process_spawn_footprint,,,,,,1,263,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,36,launcher_spawn_line,process_spawn_footprint,,,,,,1,268,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,37,launcher_spawn_line,process_spawn_footprint,,,,,,1,273,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,38,launcher_spawn_line,process_spawn_footprint,,,,,,1,278,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,39,launcher_spawn_line,process_spawn_footprint,,,,,,1,283,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,4,launcher_spawn_line,process_spawn_footprint,,,,,,1,108,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,40,launcher_spawn_line,process_spawn_footprint,,,,,,1,288,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,41,launcher_spawn_line,process_spawn_footprint,,,,,,1,293,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,42,launcher_spawn_line,process_spawn_footprint,,,,,,1,298,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,43,launcher_spawn_line,process_spawn_footprint,,,,,,1,303,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,44,launcher_spawn_line,process_spawn_footprint,,,,,,1,308,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,45,launcher_spawn_line,process_spawn_footprint,,,,,,1,313,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,46,launcher_spawn_line,process_spawn_footprint,,,,,,1,318,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,47,launcher_spawn_line,process_spawn_footprint,,,,,,1,323,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,48,launcher_spawn_line,process_spawn_footprint,,,,,,1,328,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,49,launcher_spawn_line,process_spawn_footprint,,,,,,1,333,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,5,launcher_spawn_line,process_spawn_footprint,,,,,,1,113,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,50,launcher_spawn_line,process_spawn_footprint,,,,,,1,338,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,51,launcher_spawn_line,process_spawn_footprint,,,,,,1,343,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,52,launcher_spawn_line,process_spawn_footprint,,,,,,1,348,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,53,launcher_spawn_line,process_spawn_footprint,,,,,,1,353,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,54,launcher_spawn_line,process_spawn_footprint,,,,,,1,358,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,55,launcher_spawn_line,process_spawn_footprint,,,,,,1,363,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,56,launcher_spawn_line,process_spawn_footprint,,,,,,1,368,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,57,launcher_spawn_line,process_spawn_footprint,,,,,,1,373,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,58,launcher_spawn_line,process_spawn_footprint,,,,,,1,378,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,59,launcher_spawn_line,process_spawn_footprint,,,,,,1,383,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,6,launcher_spawn_line,process_spawn_footprint,,,,,,1,118,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,60,launcher_spawn_line,process_spawn_footprint,,,,,,1,388,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,61,launcher_spawn_line,process_spawn_footprint,,,,,,1,393,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,62,launcher_spawn_line,process_spawn_footprint,,,,,,1,398,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,63,launcher_spawn_line,process_spawn_footprint,,,,,,1,403,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,64,launcher_spawn_line,process_spawn_footprint,,,,,,1,408,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,65,launcher_spawn_line,process_spawn_footprint,,,,,,1,413,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,66,launcher_spawn_line,process_spawn_footprint,,,,,,1,418,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,67,launcher_spawn_line,process_spawn_footprint,,,,,,1,423,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,68,launcher_spawn_line,process_spawn_footprint,,,,,,1,428,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,69,launcher_spawn_line,process_spawn_footprint,,,,,,1,433,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,7,launcher_spawn_line,process_spawn_footprint,,,,,,1,123,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,70,launcher_spawn_line,process_spawn_footprint,,,,,,1,438,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,71,launcher_spawn_line,process_spawn_footprint,,,,,,1,443,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,72,launcher_spawn_line,process_spawn_footprint,,,,,,1,448,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,73,launcher_spawn_line,process_spawn_footprint,,,,,,1,453,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,74,launcher_spawn_line,process_spawn_footprint,,,,,,1,458,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,75,launcher_spawn_line,process_spawn_footprint,,,,,,1,463,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,76,launcher_spawn_line,process_spawn_footprint,,,,,,1,468,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,77,launcher_spawn_line,process_spawn_footprint,,,,,,1,473,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,78,launcher_spawn_line,process_spawn_footprint,,,,,,1,478,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,79,launcher_spawn_line,process_spawn_footprint,,,,,,1,483,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,8,launcher_spawn_line,process_spawn_footprint,,,,,,1,128,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,80,launcher_spawn_line,process_spawn_footprint,,,,,,1,488,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,81,launcher_spawn_line,process_spawn_footprint,,,,,,1,493,Launcher-reported process spawn; not model-response or completion evidence.
